texto,opinion
"""Hydrocodone wasn&#039;t providing relief through the entire duration between doses and doctor wouldn&#039;t prescribe more frequently because of my &quot;body size&quot;. Oxycodone didn&#039;t touch the pain, so doctor prescribed Talwin NX. I developed severe hives by the second dose and developed breathing problems. Didn&#039;t take a third dose and it didn&#039;t help with my pain that much. Have sacroiliac joint dysfunction with severe pain and lumbar pain with cycling muscle spasms. Am allergic to steroid so trigger point injections didn&#039;t work either.""",0
"""It didn&#039;t work for me. At all. I had severe nausea for weeks, could barely attend meetings at work.""",0
@JetBlue it's okay...I'm actually a tea kinda guy anyway. Thanks!,1
@USAirways really? No meal vouchers for a 7 hour flight delay out of Virgin Islands...,0
@SouthwestAir we have to stay in Chicago overnight and meet up with our bags there. I hope they stay put and don't get put on a flight.,0
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",1
"Vaisala 's Present Weather Detector measures visibility up to 20 km , as well as precipitation type and intensity .",0
Elektrobit ( EB ) has renewed its IT infrastructure contract with ICT services provider Fujitsu Services for EB 's Patja service .,1
"nasty rude man at desk. dark, old, smelly room on back side of motel! Pictures on trip advisor can't be of room 170. Checked in but told them I couldn't stay there. Pool had bugs in it and dirt on the bottom. Room was very dark and very outdated. I didn't feel like I would be able to sleep there.... More",0
"""I said that I have troubles with focus and concentration, forgetting everything , unable to do simple jobs, but can do creative stuff. I have normal IQ (*142) and I&#039;m skeptic all the time. Don&#039;t believe in ghosts, magic, gods and all other stuff like horoscopes, karma, souls, but my grandmother was paranoid schizophrenic and very religious. I thought there is condition called ADHD, but they prescribed me &quot;Abilify&quot;, because they said it&#039;s depression. First was injection to muscle. Then I took small very expensive pills. But after few weeks I started noticing side effects and no improvement in anything. Unable to sit normally, smoking more cigarettes and later I even had problem to move my muscles. My eye lids didn&#039;t moved, face like &quot;frozen&quot;.""",0
Talvivaara has secured a 10-year off-take agreement for 100 per cent of its main output of nickel and cobalt to Norilsk Nickel and entered into a long-term zinc streaming agreement with Nyrstar NV .,1
"""NOTE: This is an adapter to go from full size hdmi to mini hdmi",1
"The group posted net sales of 35.3 mln euro $ 46.5 mln and an operating profit of 760,000 euro $ 1.0 mln in 2005 .",0
Finnish construction group Lemmink+ñinen has been awarded two road building contracts by the Lithuanian transport administration .,1
@JetBlue Why not deal with that while the plane's on the ground instead of diverting the plane &amp; adding 2 hrs to the flight?,0
"Spent 6000 EUR at Apple. iPhone 6 camera no longer works.Told I got water in it,I did not. Unacceptable customer service @apple",0
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",1
"My friend and I stayed here last Friday (2 July). First off, we were told the public facilities were unavailable due to work being done in the hall (wallpaper going up). We were assigned our room and it was 1 bed. So went back down and said it was supposed to be 2 beds. We were issued another room (318)... More",0
@AmericanAir it's not just frustrating--it was PAID for! how do we get a refund?,0
@USAirways FYI your customer service rep Carol is an absolute delight. So pleasant to with with and rebooked me in lightning speed! Thanks!,1
"staff was very helpful,breakfast included really makes a difference when you travel.clean and close to all major roads. this location also makes it nice due to a walking down down type of area with shops and many types of eateries available. also a food stor in the next parking lot.",1
I feel like an unemployed person... I have nothing to do the whole day ,0
"Stayed in the hotel to try it out after very fond memories of staying in the Staybridge Suites in Ballantyne, NC (I did a company relo and my family lived in this hotel for 6 months - just a great place). I travel to Virginia for business quite frequently and wanted to try out a new hotel. I typically stay... More",0
"""Already a couple of nice salmon landed on the first morning of the season",0
"""I started taking Harvoni for an 8 week period in February 2015. Yesterday, September 16, 2015 I had my second viral load blood test and the Hep C I had is completely undetectable. This is considered a complete cure in the medical world. 
For those of you new to Harvoni, the only side effects I experienced were fatigue and a slight headache for the first 8-9 days. After that, I had zero side effects. I didn&#039;t even know I was taking the medication. Harvoni is everything they say it is. Keep with the dosage and take it EVERYDAY! 8 weeks goes by really fast.""",1
"""Best medication ever I&#039;m on 20 mg .its very important to take the medication for 6 weeks before you give up.most side effects go away after 6 weeks""",1
@BlkBettyBoop every moment you live is anotha chance to get it right! ,1
"Neste Oil will publish its third quarter 2008 results on Friday , 24 October 2008 at approximately 9 am ( EET ) .",0
"Additionally , information on business segments , competitors and future outlook are provided .",0
Item was As described in post. Simple and just what I needed. Great price too. Actually bought two. Good value,1
#AAPL:Finally! Brooklyn Is Getting Its Own Apple Store...http://t.co/PZfyXGxWcd,1
@USAirways thanks for a subpar travel experience and it's not even over yet #stepitup,0
Finnish aluminium products manufacturer Nordic Aluminium Plc ( OMX Helsinki : NOA1V ) reported on Monday ( 18 August ) an operating profit of EUR7 .9 m on net sales of EUR55 .2 m for the period January-June 2008 .,0
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,1
"""I found it taste nice and lemonoy but struggled with excessive sweetness. Felt  of could be sick but managed to keep it down and working nicely through my system.""",1
"""@united customer service is atrocious! You have disrupted my travel plans",0
@USAirways provided the best service for me today! Thank you so much :),1
"""So far this drug is amazing!  I did my first injection of 75 mg on 1-6-2016.  I had a lipid panel drawn on 1-8-2106 to see what my starting base line will be.  In the 48 hours between the injection and the lipid panel, the results were nothing less than miraculous.  My total cholesterol went from 222 to 170, LDL from 152 to 96!  I can&#039;t wait to see the results at 30 days and on.

The self injection was virtually painless and quick.  I didn&#039;t even have any injection site reactions like swelling or redness and I always have those side effects from almost all shots.

I&#039;m not on the Pralulent payroll, just a 68 year old man who couldn&#039;t take statin&#039;s and now have a great alternative drug.  I hope you have the same results as I have..""",1
